player,match,opponent_move,response,probability
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,defensive return drive,0.0
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,defensive return lob,0.125
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,drive,0.0
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,drop,0.0
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,lob,0.0
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,net shot,0.125
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,push,0.0
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,return net,0.75
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,rush,0.0
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,smash,0.0
LU Guang Zu,Chico_Aura_DWI_WARDOYO_LU_Guang_Zu_PERODUA_Malaysia_Masters_2022_Semifinals,wrist smash,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,cross-court net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,return net,1.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,back-court drive,0.034
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,clear,0.241
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,cross-court net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,drive,0.034
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,drop,0.241
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,return net,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,smash,0.207
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,clear,wrist smash,0.241
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,cross-court net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,lob,0.3
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,net shot,0.6
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,push,0.1
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,return net,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,cross-court net shot,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,clear,1.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,cross-court net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,return net,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return drive,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,cross-court net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,return net,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,smash,1.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,defensive return lob,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,cross-court net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,defensive return drive,0.111
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,drive,0.444
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,return net,0.333
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drive,wrist smash,0.111
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,cross-court net shot,0.122
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,drive,0.073
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,lob,0.146
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,net shot,0.341
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,push,0.073
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,return net,0.244
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,drop,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,back-court drive,0.066
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,clear,0.283
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,cross-court net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,drop,0.217
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,return net,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,rush,0.009
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,smash,0.245
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,lob,wrist smash,0.179
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,cross-court net shot,0.034
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,lob,0.415
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,net shot,0.458
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,push,0.085
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,return net,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,rush,0.008
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,net shot,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,back-court drive,0.051
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,clear,0.333
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,cross-court net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,drive,0.026
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,drop,0.179
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,return net,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,smash,0.154
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,push,wrist smash,0.256
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,cross-court net shot,0.014
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,defensive return drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,drive,0.014
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,lob,0.155
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,net shot,0.479
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,push,0.282
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,return net,0.028
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,rush,0.028
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,return net,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,cross-court net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,defensive return drive,0.667
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,defensive return lob,0.333
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,return net,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,rush,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,cross-court net shot,0.037
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,defensive return drive,0.111
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,defensive return lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,net shot,0.074
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,return net,0.778
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,smash,wrist smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,back-court drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,clear,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,cross-court net shot,0.042
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,defensive return drive,0.208
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,defensive return lob,0.042
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,drive,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,drop,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,lob,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,net shot,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,push,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,return net,0.708
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,rush,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,smash,0.0
CHOU Tien Chen,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,wrist smash,wrist smash,0.0
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,clear,0.0
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,cross-court net shot,0.3
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,defensive return lob,0.0
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,drive,0.1
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,drop,0.1
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,lob,0.0
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,net shot,0.0
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,push,0.0
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,return net,0.5
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,rush,0.0
Kento MOMOTA,Kento_MOMOTA_CHOU_Tien_Chen_Denmark_Open_2018_Finals,back-court drive,smash,0.0
